CodigoEstacion,NombreEstacion,Variable,Fecha,Unidad,Valor,NivelAprobacion
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/13/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/14/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/15/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/16/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/17/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/18/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/19/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/20/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/21/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/22/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/23/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/24/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/25/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/26/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/27/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,2/28/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/1/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/2/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/3/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/4/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/5/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/6/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/7/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/8/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/9/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/10/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/11/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/12/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/13/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/14/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/15/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/16/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/17/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/18/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/19/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/20/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/21/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/22/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/23/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/24/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/25/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/26/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/27/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/28/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/29/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/30/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,3/31/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/1/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/2/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/3/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/4/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/5/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/6/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/7/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/8/2007 0:00,mm,16.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/9/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/10/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/11/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/12/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/13/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/14/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/15/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/16/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/17/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/18/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/19/2007 0:00,mm,0.1,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/20/2007 0:00,mm,4.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/21/2007 0:00,mm,17.7,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/22/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/23/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/24/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/25/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/26/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/27/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/28/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/29/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,4/30/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/1/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/2/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/3/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/4/2007 0:00,mm,9.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/5/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/6/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/7/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/8/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/9/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/10/2007 0:00,mm,59.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/11/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/12/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/13/2007 0:00,mm,5.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/14/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/15/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/16/2007 0:00,mm,1,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/17/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/18/2007 0:00,mm,45.7,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/19/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/20/2007 0:00,mm,1.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/21/2007 0:00,mm,2.8,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/22/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/23/2007 0:00,mm,21,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/24/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/25/2007 0:00,mm,1.7,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/26/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/27/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/28/2007 0:00,mm,20.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/29/2007 0:00,mm,41.8,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/30/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,5/31/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/1/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/2/2007 0:00,mm,54,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/3/2007 0:00,mm,4.7,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/4/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/5/2007 0:00,mm,1.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/6/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/7/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/8/2007 0:00,mm,7.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/9/2007 0:00,mm,3.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/10/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/11/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/12/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/13/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/14/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/15/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/16/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/17/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/18/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/19/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/20/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/21/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/22/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/23/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/24/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/25/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/26/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/27/2007 0:00,mm,0.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/28/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/29/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,6/30/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/1/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/2/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/3/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/4/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/5/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/6/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/7/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/8/2007 0:00,mm,5.3,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/9/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/10/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/11/2007 0:00,mm,1.8,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/12/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/13/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/14/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/15/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/16/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/17/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/18/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/19/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/20/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/21/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/22/2007 0:00,mm,31,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/23/2007 0:00,mm,3.4,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/24/2007 0:00,mm,20,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/25/2007 0:00,mm,13.7,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/26/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/27/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/28/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/29/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/30/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,7/31/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/1/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/2/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/3/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/4/2007 0:00,mm,5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/5/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/6/2007 0:00,mm,7.8,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/7/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/8/2007 0:00,mm,4,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/9/2007 0:00,mm,20.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/10/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/11/2007 0:00,mm,7,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/12/2007 0:00,mm,42.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/13/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/14/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/15/2007 0:00,mm,0.8,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/16/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/18/2007 0:00,mm,34,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/19/2007 0:00,mm,0.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/20/2007 0:00,mm,5.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/21/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/22/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/23/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/24/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/25/2007 0:00,mm,118.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/26/2007 0:00,mm,18.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/27/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/28/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/29/2007 0:00,mm,35,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/30/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,8/31/2007 0:00,mm,9,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/1/2007 0:00,mm,28.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/2/2007 0:00,mm,3.1,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/3/2007 0:00,mm,30.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/4/2007 0:00,mm,0.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/5/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/6/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/7/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/8/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/9/2007 0:00,mm,22.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/10/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/11/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/12/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/13/2007 0:00,mm,3.2,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/14/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/15/2007 0:00,mm,14.1,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/16/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/17/2007 0:00,mm,4.5,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/18/2007 0:00,mm,0,Definitivo
29040450,BARRANQUILLA SEDE [29040450],PRECIPITACION,9/19/2007 0:00,mm,2.5,Definitivo
